Month,Exports,Imports,OT,start_date,date,end_date
September 2017,130342.9,194517.3,-64174.4,2017-09-01,2017-09-01,2017-09-30
October 2017,136312.5,210605.9,-74293.4,2017-10-01,2017-10-01,2017-10-31
November 2017,135681.5,207578.7,-71897.1,2017-11-01,2017-11-01,2017-11-30
December 2017,136163.5,200246.4,-64082.9,2017-12-01,2017-12-01,2017-12-31
January 2016,107960.3,165816.2,-57855.9,2016-01-01,2016-01-01,2016-01-31
February 2016,113460.4,168042.1,-54581.7,2016-02-01,2016-02-01,2016-02-29
March 2016,125527.1,178405.4,-52878.3,2016-03-01,2016-03-01,2016-03-31
April 2016,118712.7,173964.0,-55251.4,2016-04-01,2016-04-01,2016-04-30
May 2016,119616.3,183394.3,-63778.0,2016-05-01,2016-05-01,2016-05-31
June 2016,125098.5,188539.3,-63440.8,2016-06-01,2016-06-01,2016-06-30
July 2016,115805.0,181779.4,-65974.4,2016-07-01,2016-07-01,2016-07-31
August 2016,122657.9,193986.7,-71328.8,2016-08-01,2016-08-01,2016-08-31
September 2016,124482.7,185985.6,-61502.9,2016-09-01,2016-09-01,2016-09-30
October 2016,128525.3,191999.7,-63474.4,2016-10-01,2016-10-01,2016-10-31
November 2016,122999.2,191156.7,-68157.4,2016-11-01,2016-11-01,2016-11-30
December 2016,126614.4,183716.5,-57102.1,2016-12-01,2016-12-01,2016-12-31
January 2015,120872.4,181220.3,-60347.9,2015-01-01,2015-01-01,2015-01-31
February 2015,118233.7,162949.7,-44716.0,2015-02-01,2015-02-01,2015-02-28
March 2015,133668.8,198235.3,-64566.5,2015-03-01,2015-03-01,2015-03-31
April 2015,128499.6,190066.4,-61566.7,2015-04-01,2015-04-01,2015-04-30
May 2015,128206.3,186571.1,-58364.8,2015-05-01,2015-05-01,2015-05-31
June 2015,130976.3,197380.4,-66404.0,2015-06-01,2015-06-01,2015-06-30
July 2015,124242.9,193673.9,-69431.0,2015-07-01,2015-07-01,2015-07-31
August 2015,122758.9,189979.3,-67220.4,2015-08-01,2015-08-01,2015-08-31
September 2015,124915.1,191544.6,-66629.5,2015-09-01,2015-09-01,2015-09-30
October 2015,130301.6,195248.9,-64947.3,2015-10-01,2015-10-01,2015-10-31
November 2015,120541.1,182176.2,-61635.0,2015-11-01,2015-11-01,2015-11-30
December 2015,120111.7,179765.3,-59653.7,2015-12-01,2015-12-01,2015-12-31
January 2014,126619.2,186070.1,-59450.9,2014-01-01,2014-01-01,2014-01-31
February 2014,123630.4,170711.2,-47080.8,2014-02-01,2014-02-01,2014-02-28
March 2014,142289.9,194612.9,-52323.0,2014-03-01,2014-03-01,2014-03-31
April 2014,133990.1,201243.8,-67253.7,2014-04-01,2014-04-01,2014-04-30
May 2014,138182.0,200859.9,-62677.9,2014-05-01,2014-05-01,2014-05-31
June 2014,138482.4,198353.0,-59870.5,2014-06-01,2014-06-01,2014-06-30
July 2014,133326.6,205134.2,-71807.5,2014-07-01,2014-07-01,2014-07-31
August 2014,137625.8,197312.1,-59686.3,2014-08-01,2014-08-01,2014-08-31
September 2014,133668.6,203729.7,-70061.0,2014-09-01,2014-09-01,2014-09-30
October 2014,145613.9,211643.1,-66029.2,2014-10-01,2014-10-01,2014-10-31
November 2014,134722.7,190689.7,-55967.0,2014-11-01,2014-11-01,2014-11-30
December 2014,133722.1,195996.5,-62274.4,2014-12-01,2014-12-01,2014-12-31
January 2013,123031.9,185168.6,-62136.7,2013-01-01,2013-01-01,2013-01-31
February 2013,123443.6,170322.9,-46879.3,2013-02-01,2013-02-01,2013-02-28
March 2013,136642.2,181850.7,-45208.5,2013-03-01,2013-03-01,2013-03-31
April 2013,129460.6,190555.3,-61094.7,2013-04-01,2013-04-01,2013-04-30
May 2013,132968.7,196685.4,-63716.7,2013-05-01,2013-05-01,2013-05-31
June 2013,134550.4,184930.5,-50380.0,2013-06-01,2013-06-01,2013-06-30
July 2013,127280.9,197311.7,-70030.8,2013-07-01,2013-07-01,2013-07-31
August 2013,132584.0,193050.7,-60466.7,2013-08-01,2013-08-01,2013-08-31
September 2013,128377.6,191940.9,-63563.4,2013-09-01,2013-09-01,2013-09-30
October 2013,142061.3,205089.7,-63028.4,2013-10-01,2013-10-01,2013-10-31
November 2013,136200.3,188617.8,-52417.5,2013-11-01,2013-11-01,2013-11-30
December 2013,131915.5,182462.7,-50547.2,2013-12-01,2013-12-01,2013-12-31
January 2012,117838.6,183533.2,-65694.6,2012-01-01,2012-01-01,2012-01-31
February 2012,123612.3,171831.1,-48218.8,2012-02-01,2012-02-01,2012-02-29
March 2012,140219.1,197350.1,-57131.1,2012-03-01,2012-03-01,2012-03-31
April 2012,127411.4,189466.2,-62054.7,2012-04-01,2012-04-01,2012-04-30
May 2012,131233.1,198409.6,-67176.5,2012-05-01,2012-05-01,2012-05-31
June 2012,132578.9,191786.7,-59207.8,2012-06-01,2012-06-01,2012-06-30
July 2012,121408.1,192838.7,-71430.5,2012-07-01,2012-07-01,2012-07-31
August 2012,128583.0,194941.5,-66358.5,2012-08-01,2012-08-01,2012-08-31
September 2012,128260.0,185682.8,-57422.8,2012-09-01,2012-09-01,2012-09-30
October 2012,133718.2,198767.1,-65048.9,2012-10-01,2012-10-01,2012-10-31
November 2012,130204.4,194553.2,-64348.8,2012-11-01,2012-11-01,2012-11-30
December 2012,130753.7,177106.9,-46353.2,2012-12-01,2012-12-01,2012-12-31
January 2011,110183.4,167048.1,-56864.8,2011-01-01,2011-01-01,2011-01-31
February 2011,109541.4,156320.7,-46779.3,2011-02-01,2011-02-01,2011-02-28
March 2011,131725.8,185977.7,-54251.9,2011-03-01,2011-03-01,2011-03-31
April 2011,124052.1,178293.5,-54241.4,2011-04-01,2011-04-01,2011-04-30
May 2011,124235.7,188953.4,-64717.7,2011-05-01,2011-05-01,2011-05-31
June 2011,125000.6,191582.1,-66581.5,2011-06-01,2011-06-01,2011-06-30
July 2011,120262.1,187230.2,-66968.1,2011-07-01,2011-07-01,2011-07-31
August 2011,126731.9,196337.8,-69605.9,2011-08-01,2011-08-01,2011-08-31
September 2011,127032.1,189566.8,-62534.8,2011-09-01,2011-09-01,2011-09-30
October 2011,131099.4,191809.6,-60710.2,2011-10-01,2011-10-01,2011-10-31
November 2011,125752.0,190317.8,-64565.7,2011-11-01,2011-11-01,2011-11-30
December 2011,126891.2,184516.6,-57625.4,2011-12-01,2011-12-01,2011-12-31
January 2010,92600.6,136725.4,-44124.7,2010-01-01,2010-01-01,2010-01-31
February 2010,93858.2,133898.8,-40040.6,2010-02-01,2010-02-01,2010-02-28
March 2010,110510.2,157728.8,-47218.6,2010-03-01,2010-03-01,2010-03-31
April 2010,102477.4,153165.0,-50687.6,2010-04-01,2010-04-01,2010-04-30
May 2010,105463.3,156153.2,-50689.9,2010-05-01,2010-05-01,2010-05-31
June 2010,107153.2,168323.6,-61170.4,2010-06-01,2010-06-01,2010-06-30
July 2010,104051.2,163910.0,-59858.8,2010-07-01,2010-07-01,2010-07-31
August 2010,106871.3,171004.1,-64132.8,2010-08-01,2010-08-01,2010-08-31
September 2010,107683.1,167120.3,-59437.2,2010-09-01,2010-09-01,2010-09-30
October 2010,117262.1,170320.1,-53057.9,2010-10-01,2010-10-01,2010-10-31
November 2010,113117.0,168989.2,-55872.2,2010-11-01,2010-11-01,2010-11-30
December 2010,117446.9,166518.1,-49071.3,2010-12-01,2010-12-01,2010-12-31
January 2009,78150.6,122414.6,-44264.0,2009-01-01,2009-01-01,2009-01-31
February 2009,80349.3,109012.2,-28662.9,2009-02-01,2009-02-01,2009-02-28
March 2009,87848.0,121358.7,-33510.7,2009-03-01,2009-03-01,2009-03-31
April 2009,80822.5,118895.8,-38073.4,2009-04-01,2009-04-01,2009-04-30
May 2009,83651.0,116341.5,-32690.4,2009-05-01,2009-05-01,2009-05-31
June 2009,86829.5,127173.2,-40343.7,2009-06-01,2009-06-01,2009-06-30
July 2009,85634.7,135695.8,-50061.1,2009-07-01,2009-07-01,2009-07-31
August 2009,87315.1,131271.6,-43956.5,2009-08-01,2009-08-01,2009-08-31
September 2009,91458.4,141004.5,-49546.1,2009-09-01,2009-09-01,2009-09-30
October 2009,100005.5,147026.9,-47021.4,2009-10-01,2009-10-01,2009-10-31
November 2009,94606.5,143324.3,-48717.8,2009-11-01,2009-11-01,2009-11-30
December 2009,99371.9,146105.8,-46733.9,2009-12-01,2009-12-01,2009-12-31
January 2008,98677.1,168350.2,-69673.1,2008-01-01,2008-01-01,2008-01-31
February 2008,104740.0,165069.7,-60329.7,2008-02-01,2008-02-01,2008-02-29
March 2008,110931.7,171194.0,-60262.4,2008-03-01,2008-03-01,2008-03-31
April 2008,109856.7,182115.1,-72258.4,2008-04-01,2008-04-01,2008-04-30
May 2008,112627.0,182956.3,-70329.3,2008-05-01,2008-05-01,2008-05-31
June 2008,116787.4,190117.1,-73329.7,2008-06-01,2008-06-01,2008-06-30
July 2008,114522.3,202614.4,-88092.1,2008-07-01,2008-07-01,2008-07-31
August 2008,116417.8,189874.9,-73457.1,2008-08-01,2008-08-01,2008-08-31
September 2008,106071.9,180189.0,-74117.0,2008-09-01,2008-09-01,2008-09-30
October 2008,111238.6,185882.2,-74643.6,2008-10-01,2008-10-01,2008-10-31
November 2008,97085.4,147515.0,-50429.6,2008-11-01,2008-11-01,2008-11-30
December 2008,88486.2,137762.9,-49276.8,2008-12-01,2008-12-01,2008-12-31
January 2007,85127.8,150833.0,-65705.2,2007-01-01,2007-01-01,2007-01-31
February 2007,83797.2,139793.0,-55995.8,2007-02-01,2007-02-01,2007-02-28
March 2007,99459.2,161363.0,-61903.8,2007-03-01,2007-03-01,2007-03-31
April 2007,90877.4,156583.0,-65705.6,2007-04-01,2007-04-01,2007-04-30
May 2007,96726.3,163323.0,-66596.7,2007-05-01,2007-05-01,2007-05-31
June 2007,97885.7,164462.0,-66576.3,2007-06-01,2007-06-01,2007-06-30
July 2007,90650.3,166765.0,-76114.7,2007-07-01,2007-07-01,2007-07-31
August 2007,99866.6,170766.0,-70899.4,2007-08-01,2007-08-01,2007-08-31
September 2007,96865.8,162772.0,-65906.2,2007-09-01,2007-09-01,2007-09-30
October 2007,104975.6,182044.0,-77068.4,2007-10-01,2007-10-01,2007-10-31
November 2007,101936.2,175663.0,-73726.8,2007-11-01,2007-11-01,2007-11-30
December 2007,100030.5,162594.0,-62563.5,2007-12-01,2007-12-01,2007-12-31
January 2006,74338.3,144562.0,-70223.7,2006-01-01,2006-01-01,2006-01-31
February 2006,76935.2,134702.0,-57766.8,2006-02-01,2006-02-01,2006-02-28
March 2006,90852.9,154040.0,-63187.1,2006-03-01,2006-03-01,2006-03-31
April 2006,82447.9,146919.0,-64471.1,2006-04-01,2006-04-01,2006-04-30
May 2006,86969.0,159164.0,-72195.0,2006-05-01,2006-05-01,2006-05-31
June 2006,89730.6,160487.0,-70756.4,2006-06-01,2006-06-01,2006-06-30
July 2006,79354.3,157768.0,-78413.7,2006-07-01,2006-07-01,2006-07-31
August 2006,88245.7,167558.0,-79312.3,2006-08-01,2006-08-01,2006-08-31
September 2006,87545.5,158470.0,-70924.5,2006-09-01,2006-09-01,2006-09-30
October 2006,91664.5,164028.0,-72363.5,2006-10-01,2006-10-01,2006-10-31
November 2006,90044.4,157288.0,-67243.6,2006-11-01,2006-11-01,2006-11-30
December 2006,87839.2,148952.0,-61112.8,2006-12-01,2006-12-01,2006-12-31
January 2005,66149.1,122900.0,-56750.9,2005-01-01,2005-01-01,2005-01-31
February 2005,68256.3,122233.0,-53976.7,2005-02-01,2005-02-01,2005-02-28
March 2005,79512.6,135451.0,-55938.4,2005-03-01,2005-03-01,2005-03-31
April 2005,75914.4,135456.0,-59541.6,2005-04-01,2005-04-01,2005-04-30
May 2005,75852.4,136191.0,-60338.6,2005-05-01,2005-05-01,2005-05-31
June 2005,77589.3,141426.0,-63836.7,2005-06-01,2005-06-01,2005-06-30
July 2005,70026.7,136515.0,-66488.3,2005-07-01,2005-07-01,2005-07-31
August 2005,76693.3,146397.0,-69703.7,2005-08-01,2005-08-01,2005-08-31
September 2005,74304.1,146216.0,-71911.9,2005-09-01,2005-09-01,2005-09-30
October 2005,79147.1,156162.0,-77014.9,2005-10-01,2005-10-01,2005-10-31
November 2005,78241.0,150245.0,-72004.0,2005-11-01,2005-11-01,2005-11-30
December 2005,79395.5,144262.0,-64866.5,2005-12-01,2005-12-01,2005-12-31
January 2004,58924.3,103993.0,-45068.7,2004-01-01,2004-01-01,2004-01-31
February 2004,63118.3,104864.0,-41745.7,2004-02-01,2004-02-01,2004-02-29
March 2004,73889.7,123421.0,-49531.3,2004-03-01,2004-03-01,2004-03-31
April 2004,67556.0,118885.0,-51329.0,2004-04-01,2004-04-01,2004-04-30
May 2004,69296.5,118271.0,-48974.5,2004-05-01,2004-05-01,2004-05-31
June 2004,68403.1,127657.0,-59253.9,2004-06-01,2004-06-01,2004-06-30
July 2004,63878.9,123224.0,-59345.1,2004-07-01,2004-07-01,2004-07-31
August 2004,67170.5,127216.0,-60045.5,2004-08-01,2004-08-01,2004-08-31
September 2004,69226.1,126022.0,-56795.9,2004-09-01,2004-09-01,2004-09-30
October 2004,73091.1,134816.0,-61724.9,2004-10-01,2004-10-01,2004-10-31
November 2004,69209.4,134719.0,-65509.6,2004-11-01,2004-11-01,2004-11-30
December 2004,71110.8,126617.0,-55506.2,2004-12-01,2004-12-01,2004-12-31
January 2003,54854.1,97491.0,-42636.8,2003-01-01,2003-01-01,2003-01-31
February 2003,55917.3,93153.9,-37236.7,2003-02-01,2003-02-01,2003-02-28
March 2003,63524.2,105842.3,-42318.1,2003-03-01,2003-03-01,2003-03-31
April 2003,59162.2,103869.2,-44707.0,2003-04-01,2003-04-01,2003-04-30
May 2003,59983.5,102068.4,-42084.9,2003-05-01,2003-05-01,2003-05-31
June 2003,61570.2,103957.7,-42387.5,2003-06-01,2003-06-01,2003-06-30
July 2003,57070.2,107631.0,-50560.8,2003-07-01,2003-07-01,2003-07-31
August 2003,58611.1,102307.0,-43695.9,2003-08-01,2003-08-01,2003-08-31
September 2003,60238.6,108321.9,-48083.3,2003-09-01,2003-09-01,2003-09-30
October 2003,66388.6,117157.6,-50769.0,2003-10-01,2003-10-01,2003-10-31
November 2003,64491.7,106066.3,-41574.5,2003-11-01,2003-11-01,2003-11-30
December 2003,62959.1,109254.9,-46295.8,2003-12-01,2003-12-01,2003-12-31
January 2002,52667.2,85111.7,-32444.5,2002-01-01,2002-01-01,2002-01-31
February 2002,53061.5,83472.6,-30411.1,2002-02-01,2002-02-01,2002-02-28
March 2002,60728.5,91414.9,-30686.4,2002-03-01,2002-03-01,2002-03-31
April 2002,58145.9,96890.8,-38744.9,2002-04-01,2002-04-01,2002-04-30
May 2002,59884.1,97648.9,-37764.8,2002-05-01,2002-05-01,2002-05-31
June 2002,59920.7,96415.9,-36495.2,2002-06-01,2002-06-01,2002-06-30
July 2002,55031.6,100471.9,-45440.3,2002-07-01,2002-07-01,2002-07-31
August 2002,59490.4,102276.6,-42786.2,2002-08-01,2002-08-01,2002-08-31
September 2002,57277.5,99428.8,-42151.3,2002-09-01,2002-09-01,2002-09-30
October 2002,61975.6,106250.8,-44275.2,2002-10-01,2002-10-01,2002-10-31
November 2002,59670.2,102564.5,-42894.3,2002-11-01,2002-11-01,2002-11-30
December 2002,55248.2,99419.0,-44170.8,2002-12-01,2002-12-01,2002-12-31
January 2001,62161.0,101869.1,-39708.1,2001-01-01,2001-01-01,2001-01-31
February 2001,62742.7,91638.8,-28896.1,2001-02-01,2001-02-01,2001-02-28
March 2001,70358.0,103536.9,-33178.9,2001-03-01,2001-03-01,2001-03-31
April 2001,62015.8,96264.3,-34248.5,2001-04-01,2001-04-01,2001-04-30
May 2001,64931.5,96604.8,-31673.3,2001-05-01,2001-05-01,2001-05-31
June 2001,63333.6,95662.9,-32329.3,2001-06-01,2001-06-01,2001-06-30
July 2001,54611.2,94625.2,-40014.0,2001-07-01,2001-07-01,2001-07-31
August 2001,60111.5,96727.7,-36616.2,2001-08-01,2001-08-01,2001-08-31
September 2001,55232.1,89483.4,-34251.3,2001-09-01,2001-09-01,2001-09-30
October 2001,60700.8,101176.8,-40476.0,2001-10-01,2001-10-01,2001-10-31
November 2001,57900.0,91705.3,-33805.3,2001-11-01,2001-11-01,2001-11-30
December 2001,55002.4,81702.9,-26700.5,2001-12-01,2001-12-01,2001-12-31
January 2000,57679.1,87187.8,-29508.7,2000-01-01,2000-01-01,2000-01-31
February 2000,61179.1,91687.7,-30508.6,2000-02-01,2000-02-01,2000-02-29
March 2000,68947.4,103244.5,-34297.1,2000-03-01,2000-03-01,2000-03-31
April 2000,63302.6,95141.1,-31838.5,2000-04-01,2000-04-01,2000-04-30
May 2000,64673.5,101067.5,-36394.0,2000-05-01,2000-05-01,2000-05-31
June 2000,68002.3,104526.5,-36524.2,2000-06-01,2000-06-01,2000-06-30
July 2000,60028.6,101986.6,-41958.0,2000-07-01,2000-07-01,2000-07-31
August 2000,68254.4,108166.7,-39912.3,2000-08-01,2000-08-01,2000-08-31
September 2000,67391.0,106355.1,-38964.1,2000-09-01,2000-09-01,2000-09-30
October 2000,69635.2,113812.5,-44177.3,2000-10-01,2000-10-01,2000-10-31
November 2000,67613.5,106394.5,-38781.0,2000-11-01,2000-11-01,2000-11-30
December 2000,65211.3,98452.1,-33240.8,2000-12-01,2000-12-01,2000-12-31
January 1999,52436.1,71766.3,-19330.2,1999-01-01,1999-01-01,1999-01-31
February 1999,53278.9,73848.6,-20569.7,1999-02-01,1999-02-01,1999-02-28
March 1999,60889.4,84071.9,-23182.5,1999-03-01,1999-03-01,1999-03-31
April 1999,57282.9,79979.8,-22696.9,1999-04-01,1999-04-01,1999-04-30
May 1999,56489.0,80964.8,-24475.8,1999-05-01,1999-05-01,1999-05-31
June 1999,57824.5,87878.9,-30054.4,1999-06-01,1999-06-01,1999-06-30
July 1999,52997.4,86775.4,-33778.0,1999-07-01,1999-07-01,1999-07-31
August 1999,57438.9,89748.3,-32309.4,1999-08-01,1999-08-01,1999-08-31
September 1999,59431.9,90244.9,-30813.0,1999-09-01,1999-09-01,1999-09-30
October 1999,62972.6,94460.0,-31487.4,1999-10-01,1999-10-01,1999-10-31
November 1999,60947.9,93580.1,-32632.2,1999-11-01,1999-11-01,1999-11-30
December 1999,63807.2,91296.5,-27489.3,1999-12-01,1999-12-01,1999-12-31
January 1998,55171.5,70223.9,-15052.4,1998-01-01,1998-01-01,1998-01-31
February 1998,55233.2,68394.0,-13160.8,1998-02-01,1998-02-01,1998-02-28
March 1998,62297.9,78095.7,-15797.8,1998-03-01,1998-03-01,1998-03-31
April 1998,56674.4,75743.9,-19069.5,1998-04-01,1998-04-01,1998-04-30
May 1998,56672.7,73997.7,-17325.0,1998-05-01,1998-05-01,1998-05-31
June 1998,56994.6,76918.1,-19923.5,1998-06-01,1998-06-01,1998-06-30
July 1998,51578.0,76336.4,-24758.4,1998-07-01,1998-07-01,1998-07-31
August 1998,53420.1,76014.0,-22593.9,1998-08-01,1998-08-01,1998-08-31
September 1998,55626.4,78434.7,-22808.3,1998-09-01,1998-09-01,1998-09-30
October 1998,61312.8,83711.4,-22398.6,1998-10-01,1998-10-01,1998-10-31
November 1998,58394.7,78020.1,-19625.4,1998-11-01,1998-11-01,1998-11-30
December 1998,58762.2,76006.8,-17244.6,1998-12-01,1998-12-01,1998-12-31
January 1997,50590.1,67271.9,-16681.8,1997-01-01,1997-01-01,1997-01-31
February 1997,53152.9,65090.4,-11937.5,1997-02-01,1997-02-01,1997-02-28
March 1997,61200.9,70606.1,-9405.2,1997-03-01,1997-03-01,1997-03-31
April 1997,58179.8,71168.9,-12989.1,1997-04-01,1997-04-01,1997-04-30
May 1997,58738.4,71430.4,-12692.0,1997-05-01,1997-05-01,1997-05-31
June 1997,58048.2,71575.5,-13527.3,1997-06-01,1997-06-01,1997-06-30
July 1997,54910.0,74815.3,-19905.3,1997-07-01,1997-07-01,1997-07-31
August 1997,56660.9,72925.3,-16264.4,1997-08-01,1997-08-01,1997-08-31
September 1997,57470.4,76750.9,-19280.5,1997-09-01,1997-09-01,1997-09-30
October 1997,62401.8,81348.6,-18946.8,1997-10-01,1997-10-01,1997-10-31
November 1997,58162.9,72049.4,-13886.5,1997-11-01,1997-11-01,1997-11-30
December 1997,59663.7,74670.3,-15006.6,1997-12-01,1997-12-01,1997-12-31
January 1996,47767.8,61909.4,-14141.6,1996-01-01,1996-01-01,1996-01-31
February 1996,51112.5,60579.5,-9467.0,1996-02-01,1996-02-01,1996-02-29
March 1996,54951.7,63363.3,-8411.6,1996-03-01,1996-03-01,1996-03-31
April 1996,51871.8,64663.4,-12791.6,1996-04-01,1996-04-01,1996-04-30
May 1996,53358.9,66856.9,-13498.0,1996-05-01,1996-05-01,1996-05-31
